Iterations: 50
Function Evaluations Limit: 150000
Population: 50

Prides Length: 4

Percent Nomads: 0.2
Percent Roaming: 0.2
Percent Sex: 0.8

Mating Rate: 0.3
Mutation Probability: 0.2
Immigration Rate: 0.4

Dimensions: 1
N-Dimension Space: -5:5

Fitness Iterations:
1.85289
0.457595, 12.9806, 18.2745, 27.3833, 4.44043, 21.8719, 11.9949, 7.28299, 12.2254, 1.85289, 15.2778, 11.1674, 6.72488, 25, 23.6355, 28.5985, 7.9921, 5.91661, 4.16892, 9.4463, 6.99685, 5.89391, 21.6076, 18.6087, 2.46698, 4.99507, 4.12258, 7.74233, 6.08969, 2.11849, 17.7124, 9.02271, 17.6384, 17.2322, 21.6893, 12.172, 22.7849, 8.13845, 13.6037, 7.70977, 21.6109, 17.6819, 4.20034, 16.859, 16.6653, 7.65168, 21.1, 1.81426, 15.949, 16.869, 

0.457595, 1.81426, 1.14304, 4.3078, 11.9949, 0.0189425, 1.85289, 4.6566, 7.28299, 5.91661, 4.01891, 1.03546, 25, 23.6355, 28.5985, 4.16892, 10.141, 2.01431, 4.12258, 6.72488, 5.89391, 1.40563, 7.28759, 18.6087, 4.99507, 2.29429, 2.11849, 10.5859, 0.73196, 7.74233, 7.65168, 9.02271, 12.172, 16.5918, 4.21703, 7.59417, 21.8864, 4.98548, 15.949, 5.40532, 12.7354, 14.5597, 11.2132, 4.20034, 15.2778, 11.1674, 6.99685, 11.4991, 16.869, 17.2269, 

0.457595, 1.81426, 4.3078, 11.9949, 1.85289, 4.6566, 5.91661, 1.14304, 10.141, 0.0189425, 4.01891, 1.03546, 25, 5.18487, 2.01431, 6.72488, 11.8799, 7.59417, 7.28759, 2.29429, 2.95289, 1.40563, 2.11849, 0.73196, 6.78169, 32.1585, 9.2335, 3.98102, 4.12258, 1.24572, 6.99685, 9.02271, 16.5918, 4.21703, 4.98548, 9.13327, 0.0285943, 4.16892, 4.99507, 1.26828, 11.2132, 4.20034, 11.1674, 7.65168, 11.4991, 4.21293, 9.16025, 11.2741, 10.5859, 12.172, 

0.254866, 0.882654, 4.3078, 11.9949, 1.85289, 1.14304, 25.3946, 0.73196, 4.6566, 2.22752, 1.03546, 2.14059, 5.18487, 7.28759, 2.29429, 13.6113, 2.98977, 6.72488, 1.8507, 6.78169, 2.95289, 1.40563, 9.2335, 3.98102, 4.12258, 1.24572, 5.51518, 2.01431, 4.99507, 1.26828, 3.9036, 5.45523, 4.21703, 0.0831119, 1.32562, 20.6158, 17.7822, 2.11849, 0.0189425, 0.0285943, 1.73902, 6.99685, 8.42938, 4.21293, 4.20034, 4.01891, 7.38057, 5.83981, 7.59417, 9.13327, 

0.254866, 0.0938226, 0.73196, 4.6566, 2.22752, 7.64767, 1.63931, 0.0285943, 2.29429, 2.01431, 0.917577, 1.45742, 5.18487, 13.6113, 2.98977, 1.8507, 19.3413, 0.0499177, 1.26828, 4.3078, 0.882654, 1.40563, 4.12258, 1.24572, 5.51518, 4.99507, 1.92883, 0.0189425, 1.85289, 1.04056, 1.73902, 4.21293, 4.21703, 0.0831119, 1.32562, 2.11849, 4.04686, 3.98102, 6.72488, 6.24788, 3.9036, 5.45523, 4.20034, 4.01891, 5.83981, 1.03546, 2.95289, 2.14059, 6.78169, 7.28759, 

0.254866, 0.0938226, 2.22752, 1.63931, 0.0285943, 24.3715, 20.103, 2.29429, 2.95664, 2.01431, 0.18284, 0.601045, 5.18487, 1.8507, 19.3413, 1.26828, 13.4609, 1.24572, 0.0499177, 0.0403074, 0.882654, 1.03546, 4.12258, 4.99507, 1.85289, 1.7778, 13.3915, 0.73196, 1.92883, 0.970633, 1.73902, 2.14059, 0.0831119, 1.32562, 2.11849, 6.24788, 19.3222, 1.04056, 0.0189425, 3.98102, 2.39677, 0.926908, 4.20034, 4.01891, 1.40563, 2.95289, 1.45742, 2.13716, 4.04686, 4.21703, 

0.254866, 0.0938226, 0.0285943, 24.3715, 2.95664, 6.14387, 3.83019, 0.666205, 1.7778, 1.26828, 0.18284, 0.0752632, 1.8507, 0.0499177, 0.0403074, 0.000585231, 2.07246, 1.32562, 2.01431, 1.63931, 0.632991, 1.03546, 4.99507, 13.3915, 0.73196, 1.92883, 0.970633, 2.11849, 3.98102, 1.24572, 0.926908, 1.45407, 0.0831119, 1.04056, 0.0189425, 3.98398, 1.17025, 2.29429, 1.85289, 0.998218, 2.39677, 1.53387, 1.40563, 2.95289, 1.45742, 2.13716, 3.43404, 3.17844, 4.04686, 4.12258, 

0.254866, 0.00026791, 24.3715, 2.95664, 3.83019, 0.33932, 3.98317, 0.0285943, 0.0189425, 0.73196, 0.18284, 0.0752632, 0.000585231, 2.07246, 1.32562, 19.2847, 1.34475, 1.78997, 0.263315, 1.7778, 0.104598, 1.03546, 13.3915, 0.970633, 2.11849, 3.98102, 1.24572, 1.24801, 0.666205, 1.17025, 0.723614, 1.26373, 0.0831119, 1.04056, 2.29429, 0.998218, 4.26663, 0.0403074, 0.0499177, 1.63931, 2.39677, 1.53387, 1.45407, 1.45742, 2.13716, 0.926908, 1.40563, 2.40962, 1.8507, 1.85289, 

0.0667753, 0.00026791, 2.14819, 2.95664, 3.83019, 0.0285943, 0.73196, 1.3206, 1.06121, 0.263315, 0.18284, 0.0601212, 0.000585231, 1.32562, 3.97999, 1.34475, 5.70562, 0.970633, 0.0831119, 1.24572, 0.104598, 0.65659, 13.3915, 2.11849, 3.98102, 1.24801, 12.4921, 1.17025, 0.0189425, 1.57577, 0.723614, 1.26373, 1.04056, 0.0403074, 0.0499177, 1.63931, 4.742, 0.33932, 0.666205, 0.998218, 1.53387, 1.45407, 1.45742, 2.13716, 1.03546, 1.40563, 0.926908, 0.254866, 1.7778, 1.78997, 

0.0667753, 0.00026791, 2.59402, 3.83019, 0.0285943, 0.73196, 1.3206, 0.000585231, 0.666205, 0.970633, 0.0601212, 0.10252, 3.97999, 1.34475, 5.70562, 0.0831119, 20.9055, 1.10513, 0.998218, 1.17025, 0.104598, 0.18284, 2.11849, 12.4921, 0.0189425, 9.20135, 1.46428, 1.32562, 0.0927677, 1.24572, 0.723614, 1.03546, 1.04056, 0.0499177, 1.63931, 4.742, 0.33932, 0.0403074, 0.263315, 1.06121, 1.45407, 1.26373, 1.40563, 0.926908, 0.65659, 1.11597, 0.254866, 1.08795, 1.41146, 1.57577, 

